"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10"
"Gene1676",17869.2388081845,17755.5096784031,17556.7938932988,17737.8126840197,17631.7066040288,17866.3803022663,17694.274832968,17814.2791051204,17785.6883586826,18135.746669369
"Gene1677",2161.22765092504,2137.51491665215,2121.00257539246,2129.02375915624,2092.13222726296,2112.76848573752,2100.0331665624,2157.84417952891,2142.54133572768,2183.36532127284
"Gene1678",24005.2712004891,24177.5735328648,24219.5085051295,24174.0865225347,24122.8585806692,23938.1178150036,23937.7914528787,24258.5118425474,23942.8273358639,24286.5698082325
"Gene1679",11634.7054237466,11592.8414217093,11904.9249904763,11695.7381875345,11519.5927745226,11772.4947110563,11777.3222620532,11761.2848890617,11667.1901000729,11673.2548696756
"Gene1680",5444.5940553688,5529.64780709522,5274.13182208795,5327.7690808249,5443.10655153561,5393.05710810873,5354.35708056556,5434.25135627368,5412.58423574812,5520.74703534808
"Gene1681",14230.4962752598,14093.5101752364,14206.8157453754,14404.7733133776,14255.0012306034,14223.0213935029,14207.1527850272,14110.4395349866,14086.5604643738,14181.7664154898
"Gene1682",18693.9431933007,18714.5594573063,18893.0609840666,18614.7759779625,18772.779668378,18660.5471160741,18832.3990433298,18667.4203741834,18853.2103001178,18759.0839910286
"Gene1683",8977.11002814975,8873.23326456156,8944.21111119724,8821.15091511198,8817.83261348768,8859.23138909031,9153.49329413109,8974.35674345609,8883.3281814841,8731.77658962743
"Gene1684",973.421569317443,881.469077185432,869.859333804351,908.800245208072,930.276392444267,949.994365919417,981.308800695438,980.681579993569,912.959067148564,884.465118571175
"Gene1685",2203.71827498255,2176.54324512364,2293.0236872763,2144.07395429981,2226.72540744638,2171.30269312972,2176.01589083371,2138.88548466084,2232.51077001395,2213.68983962386
"Gene1686",2723.2627236857,2708.18523174142,2819.72750407527,2698.61575997454,2647.32909551959,2603.98122615047,2664.24531061958,2712.81688384864,2706.58048144549,2592.7463190115
"Gene1687",14985.6705482818,14989.733864405,14784.9485543871,15136.444338819,14803.2705087036,14721.3531591393,15065.5959039222,15242.7906739246,14998.9428043795,14698.967922921
"Gene1688",3258.25830840978,3327.87893503269,3310.96305038272,3344.03759017009,3319.30534070008,3311.9287344751,3270.49045108216,3247.10737558503,3211.7934585915,3184.07442685623
"Gene1689",10759.7848465625,11070.2425843715,10925.1140181482,10961.1728937962,11086.1235618731,11033.6980934304,10928.5790654055,10930.5493502974,10992.9960700687,10810.6907921357
"Gene1690",6240.32756044575,6186.46601795694,6084.58180281902,6080.27883800356,6044.81723941445,6093.88559120998,6161.06728080777,6087.4645703643,6145.60443432413,5864.42490999288
"Gene1691",21633.5218212791,21469.3883011234,21226.8731824081,21289.658737903,21305.308698447,21357.866672931,21202.4133791115,21182.032720775,21379.2751858479,21270.9649277708
"Gene1692",10817.7266066409,10631.8878219051,10791.2212970428,10803.7246984481,10744.6923327313,10854.1404572408,10580.998518207,10685.8098347278,10690.7910472097,10842.7000059506
"Gene1693",11588.3520156838,11305.8404208762,11591.9175033887,11512.2415775147,11490.89275816,11417.3344526901,11471.77471126,11542.3981392213,11525.3152229292,11209.9636170907
"Gene1694",11742.863375893,11935.529183898,11923.5458324843,11786.6182120553,11870.9205610308,11984.4834621524,12011.7370496987,11969.8305326104,11964.2045786462,11631.1374830769
"Gene1695",6615.01760895286,6746.66531809044,6713.25689728108,6759.85303410183,6649.49689450322,6684.7646847502,6633.13016351464,6701.03687700351,6732.71266575637,6710.14203289332
"Gene1696",6736.69530511754,6795.21275106718,6730.99103252684,6659.71135103113,6790.02800910651,6636.51351379176,6759.22915273085,6670.01355812849,6751.16793432791,6632.64604155184
"Gene1697",13890.5712827997,13654.2035023195,13702.2795976337,13814.3425808221,13413.793854457,13646.3803504095,13697.9068670386,13822.612076535,13931.9975900871,13504.5188389839
"Gene1698",5720.78311174259,5515.36915033736,5341.52153602182,5537.89295917556,5386.69617454696,5594.76282277105,5488.53933832127,5710.01419071827,5431.61623146252,5481.99903967734
"Gene1699",4175.66950965141,4137.47877320354,4106.33901615489,4202.47756701312,4175.35755289613,4215.25393504127,4069.11738278487,4272.60041617585,4255.66958716946,4186.46822790356
"Gene1700",2201.78688297993,2168.92796151945,2223.86055981785,2259.26583251408,2240.58058775938,2202.94280523362,2201.88235016011,2100.96809492471,2279.22566858568,2191.78879859257
"Gene1701",31062.5775780406,30937.5655972626,30891.0901845831,30997.0346055077,31183.0626058792,30911.5985227018,31023.5846546054,30975.0603789884,31026.1901044797,30866.990290402
"Gene1702",13052.3471536652,13202.997948771,13235.8718406703,13097.1428968649,13336.6007069989,12955.0439009394,13167.6444508474,13248.6806773472,13244.5388357971,13140.6246187717
"Gene1703",14292.3008193434,14258.1906831771,14597.8534275444,14433.1371426867,14730.035984192,14505.4093940302,14567.666561889,14651.6240975841,14303.4098700894,14522.0748992067
"Gene1704",13371.0268340965,13600.8965170901,13461.0953582914,13476.8708974104,13275.242051327,13745.2557007341,13604.1409519804,13629.5780924238,13541.5533143704,13625.8169123879
"Gene1705",12619.7153450797,12299.1589759982,12255.17416158,12220.179602922,12381.5829211385,12265.2894570745,12393.2673247631,12526.5267546454,12469.9942829351,12358.9259235012
"Gene1706",2812.10675580595,2898.56732184626,2948.299984607,2971.83468719633,2972.92583287508,2965.46950693746,2969.79286141272,3114.39651150858,2960.91715144708,2976.85688479098
"Gene1707",2532.05491542692,2513.99549983448,2527.11427252029,2541.16756462639,2517.68419401938,2611.10025137385,2521.97978432436,2533.57104145966,2555.47797001597,2543.89015055709
"Gene1708",13421.2430261645,13340.5490088717,13398.139178169,13225.6484092446,13401.9179856173,13136.9745455368,13322.8432068058,13383.115059139,13463.6951500842,13364.6891154764
"Gene1709",14796.3941320257,14934.5230582746,15182.193183892,14919.9530702153,15237.7293770898,14981.5930811938,15198.16150797,14830.869939973,15016.2446186653,14599.5708905482
"Gene1710",4235.54266173245,4140.81045978038,4217.17736144087,4107.54556687674,4191.19204468242,4104.51354267765,4235.6327146986,3972.70833371736,4117.25507288288,4178.04475058384
"Gene1711",8490.39924349103,8482.94997984663,8311.98918968602,8507.99108539379,8348.73579431898,8565.76934932669,8328.99990310197,8460.74846430304,8235.66360005148,8554.88356591319
"Gene1712",12351.2518567164,12226.8137817584,12136.3554554334,12125.826456445,11974.8344133783,12218.6202917213,12314.051293076,12161.1409990064,12005.7289329322,12170.2400315394
"Gene1713",15155.6330445119,15008.2961181902,15192.8336650395,14979.5749971303,15280.2845737654,14898.5377869211,15047.8127131353,15179.0205184593,15103.9071443801,15140.3581344746
"Gene1714",17289.8212074003,17467.5567671195,17610.8830057984,17644.6172448614,17591.1307188264,17622.7514390663,17466.3266601541,17707.4210067732,17518.0869643952,17637.0768120412
"Gene1715",10829.3149586566,10701.3772847933,10712.3043951991,10556.5541858978,10637.8095131739,10666.6727930253,10500.165832812,10489.328815186,10449.142374351,10719.7172370826
"Gene1716",10759.7848465625,10444.3614631518,10374.4691187675,10271.7581854887,10294.3989725588,10129.5818900617,10304.5507341561,10454.8584608805,10279.58459435,10155.344256661
"Gene1717",7503.45793015529,7468.68939481307,7396.90781100499,7288.92527876436,7462.99391002364,7440.17236123067,7420.44051926205,7607.6071952401,7412.67396718919,7453.0927324931
"Gene1718",18510.4609530523,18825.9329800176,18717.4930451336,18616.5125389406,18701.5244553397,18730.1553627026,18974.664569625,18857.007322864,18880.3164758323,18871.958587113
"Gene1719",19852.778394869,19957.2785504656,19967.7495799594,20157.4209801788,19805.9802574331,19793.2631293935,20023.8728260522,19717.0426627881,19987.6325901249,20165.8047034228
"Gene1720",11710.0297118485,11728.0127056837,11696.5489013386,11880.3925048729,11629.44456129,11839.7299492771,12066.7032757673,11880.2076114159,11799.260615788,11808.0305067912
"Gene1721",19350.6164741894,19559.8559373718,19378.9762898003,19498.1066621584,19416.0558971958,19525.113179313,19312.5451945761,19329.2511768504,19267.8771158347,19619.9633731046
"Gene1722",19789.0424587828,19520.8276089003,19325.773884063,19364.9703205037,19299.276520272,19363.7486075831,19558.276558177,19458.5150054963,19462.2341629788,19377.3672262965
"Gene1723",20175.3208593056,20349.9416113069,20365.8809162266,20163.2095167725,20742.1945842972,20166.6164522194,20489.4690939275,20365.0853237329,20068.9511172683,20123.6873168242
"Gene1724",10543.4689422697,10562.3983590168,10621.8603054458,10491.1437223892,10570.5129230821,10521.9192801499,10530.8822532621,10528.9697226375,10456.6398272082,10382.7781442936
"Gene1725",13378.752402107,13411.9422926611,13477.9427867749,13454.295604695,13579.0663624764,13537.221963651,13541.0914573723,13577.8725609654,13511.5635029416,13346.157465373
"Gene1726",16720.0605666292,16575.1407197531,16633.7321537572,16711.5051459599,16653.9267362257,16793.7805019443,16795.4153713755,16614.7107752865,16812.1729415337,16494.8532874864
"Gene1727",20882.2103322623,20847.3148217058,20939.5801914269,20829.4700787053,20939.1360758892,20929.9341567259,20355.2868361718,21018.2985378235,20857.9138487018,20285.4180813629
"Gene1728",7267.82810583639,7222.14458812729,7221.339872072,7214.83201036523,7195.78686113007,7263.77873625146,7249.07522622462,7140.53389439957,7262.7249100454,7318.3170953775
"Gene1729",22052.6338858464,22442.7167367844,22250.1327860883,22307.8623247317,22430.5472710099,22321.3080864946,22358.3207802602,22467.7769363729,22420.8444058544,22428.3507115011
"Gene1730",3144.30618025555,3097.99256123109,3116.77426944169,3138.54454109437,3144.13627531429,3094.40296376083,3246.24064546366,3100.60836978635,3161.04147001976,3143.64173572155
"Gene1731",6163.07188034119,6305.45482427246,6166.1588249495,6362.75942377524,6231.86217363995,6312.20236472685,6104.48440103126,6387.35665282279,6420.70328146871,6317.60798979411
"Gene1732",9631.85191703589,9715.6740132755,9842.4450613948,9793.62506285056,9688.72966173338,9783.12266252402,9695.07228627767,9825.77449480376,9922.59049291917,9634.773358302
"Gene1733",46113.9154544113,46010.5916260884,46015.6474289264,45977.7673099567,45679.5398362234,46018.9610495086,45898.4154209954,45936.9176653227,45935.7402017157,46108.4301527133
"Gene1734",14800.2569160309,14830.7648191674,14960.5164933201,14749.7700943611,14992.2947544023,14946.7889578795,14771.3649290844,14839.4875285494,14962.0322672364,14882.599728491
"Gene1735",7466.76148210563,7678.58564915366,7580.45611079857,7636.81632804465,7795.51823753563,7619.72999742027,7763.17110533689,7685.16549242764,7653.74591290498,7448.03864610127
"Gene1736",15018.5042123263,14921.1963119672,15104.1629888107,15034.5660947702,14915.1016069442,15149.2856753444,15400.2432214576,15225.5554967719,14992.0220786651,15022.4294519984
"Gene1737",1782.6748184127,1881.45100546113,1890.45881719763,1888.79949051843,1848.67691604882,1833.54449642066,1899.56810678277,1852.78154392458,1807.46286572558,1900.33648333007
"Gene1738",3107.60973220589,3333.59039773584,3216.97213358021,3237.52851684634,3183.72250478001,3134.7441066933,3291.50694928486,3305.70697790451,3259.66181144895,3293.57963201266
"Gene1739",8453.70279544137,8565.76618904224,8489.33054214358,8492.36203659085,8371.49787626176,8433.67188129294,8598.98107232131,8355.61388367104,8424.8301029098,8383.04462859079
"Gene1740",13168.2306738221,13168.2532173269,13165.8220064495,13172.9727262421,13265.3454939606,13284.8920696225,13330.9264753453,12860.8891914095,13096.3199600819,13162.525659803
"Gene1741",16266.1834460149,16201.5158679223,16191.2654793756,16342.196511283,16160.0885236409,16157.0232458535,16202.1034605761,16275.1777853766,16230.83198153,16125.9049808825
"Gene1742",14464.1947075761,14272.469339935,14255.5846173013,14435.4525573241,14501.4255090275,14353.5368559315,14415.7011133463,14287.9618596603,14442.9778386617,14456.3717761129
"Gene1743",20694.8653080087,20558.8859551969,20381.8416379478,20237.3027851716,20387.8978305791,20642.0091365804,20555.7518959514,20630.5070518858,20337.1292386986,20469.0498869329
"Gene1744",6282.81818450326,6187.41792840746,6159.06517085119,6299.08552124474,6231.86217363995,6272.65222459698,6251.59988845018,6089.18808807958,6198.66333146732,6324.34677164989
"Gene1745",11034.0425109336,11242.0624206911,11204.4266482689,11192.7143575435,11368.1754468163,11161.0495446486,11284.2428811436,11430.3694877282,11317.1167243565,11307.6759539995
"Gene1746",3063.18771614576,3100.84829258266,3051.15796903239,3036.0874433862,2980.84307876823,3103.1039945894,3137.92484703434,3088.5437457794,3082.02985144784,2990.33444850254
"Gene1747",15485.9010769588,15819.7997772621,15637.960459708,15639.46816881,15914.6539009535,15802.6539902898,15844.8229911301,15690.9052798971,15643.1470229549,15773.8036289179
"Gene1748",3161.68870827908,3145.11212853204,3091.94648009763,3095.13051664176,3007.56378365758,3035.07775356603,2994.04266703122,3079.926157203,3135.66547573389,3120.05599922632
"Gene1749",18877.425433549,18850.206696506,18724.5866992319,18837.6346368193,18799.5003732673,19029.1544220844,18657.8004428765,18994.8887400863,18819.1833986891,18905.6524963919
"Gene1750",7337.35821793049,7316.38372272919,7253.26131551436,7334.07586419508,7277.92828727143,7472.60347613716,7412.35725072255,7411.12617569833,7399.40924290339,7402.55186857475
"Gene1751",11188.5538711428,11203.0340922196,11186.6925130231,11219.3416258744,11176.1822339076,11229.075785672,11159.7605456353,11290.7645527906,11230.6076529273,11450.8750684348
"Gene1752",3501.61370073914,3365.4793978284,3316.28329095644,3385.7150536446,3511.29855360879,3487.53135665171,3569.5713870437,3381.54175737677,3545.71847430788,3372.76031881808
"Gene1753",1116.34457751088,1328.86698893182,1270.65079035845,1329.62685556875,1340.98352315104,1322.55668594277,1325.65604047819,1370.19658364655,1320.70515715111,1364.60332579553
"Gene1754",5892.67699997524,5845.206121444,5893.05314216485,5858.57788646554,5868.65851829203,5914.32795502038,5737.50400933791,6037.48255662122,5789.76378717905,5963.82194236564
"Gene1755",4592.85018221603,4473.02720701333,4548.80569053651,4487.85242108165,4594.97158523269,4407.46761607243,4449.03100414143,4457.01681171067,4484.05353574231,4417.27150646404
"Gene1756",1545.11360209118,1428.81758623686,1423.16435347195,1418.19146545209,1440.93875255197,1401.6569662025,1497.02133351561,1456.37246941048,1435.4738585804,1485.90139919957
"Gene1757",1301.75820976182,1331.24676505813,1354.88793277579,1283.89741647867,1266.75934290283,1257.69445612979,1306.25619598338,1287.46773331317,1305.13352429387,1388.18906229076
"Gene1758",13902.1596348154,13836.0183983696,13831.7387849277,13963.1079712797,13690.897460717,13886.8452023991,14127.9367533401,13729.54211991,13981.0193972302,13866.7283637321
"Gene1759",9232.0537724948,9105.97536971474,9005.3938777951,8989.01847632876,9178.06730162567,9017.43194960978,9258.57578514461,9153.60258584507,9073.07141148529,8984.48090921919
"Gene1760",26682.1805161121,26666.8193609856,26708.4943868714,26664.8938187961,27020.5705775594,26863.2461790086,27379.6471969983,26917.8996772224,26910.6652130254,26687.2608443543
"Gene1761",3381.86739657707,3324.54724845585,3293.22891513696,3313.93719988294,3257.94668502822,3266.05057192446,3362.63971243247,3207.46646813362,3358.858880021,3209.34485881541
"Gene1762",14079.8476990559,14406.6887134589,14319.427504186,14287.8448741853,14251.0426076569,14158.15916369,14389.8346540199,14355.1790505561,14422.7923886616,14062.1530375497
"Gene1763",24762.3768655138,24077.1469803345,24282.4646852519,24277.1224739023,24317.8207607878,24248.1909136217,24272.438770414,24087.8835887348,24176.9785558654,24276.4616354488
"Gene1764",1214.84556964419,1149.431869008,1148.28525716273,1084.771757656,1040.12817921162,1086.04684796616,1117.10771215906,1140.96872751449,1062.90812429236,1147.27761094661
"Gene1765",9467.6835968137,9354.89995252682,9376.92401119369,9464.83618432942,9581.84684217595,9316.43100899158,9570.58995076935,9520.71185919943,9399.49897434447,9360.16799767895
"Gene1766",14394.664595482,14448.5727732819,14429.3791427097,14356.1496059907,14341.1012796914,14423.1451025601,14509.4670284045,14655.0711330146,14321.2884115181,14351.9206573483
"Gene1767",4561.94791017421,4386.87931124089,4264.17281984212,4330.98307939286,4453.45081489277,4374.24549836334,4348.79847425161,4372.56444366201,4301.80775859832,4338.09081965862
"Gene1768",13637.5589304573,13590.9014573596,13396.3657646444,13405.0930436488,13650.3215755147,13722.3166194588,13324.4598605137,13698.518801035,13567.5060357991,13526.4198800152
"Gene1769",11638.5682077518,11943.1444675022,11781.6727505183,11924.3853829849,11769.9756758933,11887.190117433,12003.6537811592,11616.5094009783,11769.8475315021,11834.9856342143
"Gene1770",20828.1313561891,20652.6491345736,20985.6889430658,20640.1849320919,20969.8154037251,21073.8966667986,20759.4502631468,20577.0780027122,20769.6745958441,20747.0246384839
"Gene1771",3540.24154079142,3523.49653261542,3634.61101861777,3589.4715417422,3574.63652075393,3534.99152480755,3652.02072614662,3584.91684777966,3460.93958430735,3490.68900129424
"Gene1772",12706.6279851973,12813.1906192813,12835.0803841162,12910.1731648889,13051.5798548457,13019.1151279498,12677.7983773536,12871.2302977012,12898.5025500806,12901.3978628915
"Gene1773",10110.8371336842,10016.4777156412,9750.22755811686,9922.1305752303,9986.61603846287,9858.26792877076,9693.45563256977,9908.50334513713,9847.03923720441,9892.5317642856
"Gene1774",5365.40698326162,5450.16328447645,5326.44752106293,5482.90186153558,5459.93069905853,5487.18644161781,5417.40657517366,5551.45056091263,5423.54205146247,5399.44896194403
"Gene1775",39902.5587740047,39961.6766682322,39919.5384381976,39918.9060573497,39276.4672201443,39882.3613069584,39771.2978680535,39889.0940024098,39880.6819288207,39703.2179987941
"Gene1776",35473.8769120109,36209.721627491,36082.7582777782,35975.1760760742,36239.2137643874,36132.2170198443,36020.661265725,36519.61686904,35912.7991859388,35745.868353987
"Gene1777",12961.5717295424,12875.0647985654,12637.344776126,12781.0887988498,12707.179658494,12903.6287187706,12522.5996213952,12829.8658725345,12827.5651115088,12532.4495562876
"Gene1778",1873.45024253556,1803.39434851814,1857.65066699298,1773.60761230416,1815.02862100296,1881.0046645765,1810.65215284826,1742.47641014675,1913.0039328691,1928.97630621713
"Gene1779",12482.5865128941,12162.0838711228,12189.5578611707,12221.3373102408,12289.5449376308,12249.4694010226,12284.9515263338,11961.212944034,12187.9747100762,12203.9339408183
"Gene1780",18755.7477373843,19082.9488016591,19305.3796285304,19177.4217348684,19078.5832910006,19162.8338957234,18958.498032546,19267.2045391004,18949.5237329756,18976.4097058776
"Gene1781",15099.6226764361,15330.0418504674,15467.7127613487,15315.3101195638,15440.6088031015,15221.2669303808,15309.7106138152,15180.7440361746,15102.1769629515,15391.3777586024
"Gene1782",8979.04142015237,8768.99907022916,8692.38639070749,8673.54323197309,8825.74985938082,8633.79559035007,8902.91196940656,8820.96366679629,8646.29332576833,9056.92281416883
"Gene1783",4571.60487018728,4458.74855025547,4408.70602209504,4460.64629909134,4527.67499514098,4556.17614296073,4491.06400054683,4463.91088257178,4452.91027002783,4555.41653450754
"Gene1784",7938.02113074344,8134.55075495476,8162.13574685938,8086.00676771437,8147.83567978048,8193.99803210594,8113.98495995124,8138.45065154593,8036.11600862166,8074.74535868884
"Gene1785",15505.214996985,15408.5744626356,15371.9484310216,15549.1669979486,15514.8329833498,15502.0729253029,15565.1418996634,15608.1764295637,15483.9703315254,15290.2960307657
"Gene1786",28231.1569022085,28459.742694548,28524.4698360369,28413.031870088,28583.2369857184,28678.5976109695,28527.4713296074,28501.8124575635,28466.6750444637,28260.766407679
"Gene1787",14533.7248196702,14519.0141466207,14537.5573677088,14561.063801407,14574.6600335391,14741.1282292042,14587.0664063838,14706.776664473,14571.5879915197,14557.4535039496
"Gene1788",3663.85062895871,3649.14871208462,3544.16692886441,3672.24761503185,3566.71927486079,3675.79002366988,3782.96967648653,3641.79293238385,3771.21878716643,3787.19540294857
"Gene1789",13575.7543863736,13832.2107565675,13976.2719871806,13826.4985076688,13967.0114112404,13815.6549501653,14169.9697497455,14015.6460606462,14151.1539043742,14232.3072794082
"Gene1790",4733.84179840685,4714.81246144649,4591.36761512633,4632.5658359237,4554.39570003034,4545.10210372437,4630.09621942625,4538.02214432877,4702.05639574368,4690.19217162315
"Gene1791",17649.0601198865,17574.6466928035,17614.4298328475,17541.5812934939,17554.5134565707,17451.8948337053,17382.2606673433,17454.0639026272,17436.7684372518,17778.5912310126
"Gene1792",18811.7581054601,18666.0120243295,18510.0036627582,18913.4644661965,18700.5347996031,18609.9229367078,18837.2490044535,18729.4670119334,18477.1842029726,19124.6629067047
"Gene1793",4447.99578201998,4446.37371439865,4342.20301492345,4503.48146988459,4329.74384781241,4448.59976180749,4324.54866863311,4498.38123687736,4532.49861574262,4658.18295780819
"Gene1794",12469.0667688758,12713.7159772015,12623.1574679294,12754.4615305189,12800.2072977385,12710.6240349368,12575.9491937559,12685.0903844511,12821.2211129373,12689.1262344345
"Gene1795",8438.25165942046,8604.79451751373,8568.2474439872,8501.04484148137,8791.11190859832,8471.64001581761,8447.01562377869,8509.00696033085,8588.62061148226,8649.22651189412
"Gene1796",8509.71316351717,8737.58602536186,8777.51023988713,8701.90706128213,8547.65659738419,8665.43570245396,8886.74543232755,8627.92968268507,8872.37036576974,8576.78460694448
"Gene1797",11254.2211992316,11340.5851523204,11488.172812201,11353.0568211885,11356.2995779766,11362.7552593109,11361.8422591228,11399.3461688532,11367.2919857853,11344.7392542063
"Gene1798",9388.49652470653,9515.29686344015,9471.80163475849,9444.57630625153,9372.03982600767,9486.49661155001,9365.27492986602,9213.92570587982,9355.09098434419,9562.33145335236
"Gene1799",7306.45594588867,7096.96836388336,7103.40787268772,7228.1456445307,7274.9593200615,7175.18642236056,7341.22448757494,7183.62183728154,7217.74019290226,7190.28024011767
"Gene1800",5602.96819958314,5621.03121034555,5578.27224155267,5552.36430065976,5663.79978080696,5632.73095729572,5499.85591427658,5546.28000776679,5566.57038289194,5687.53188627864
"Gene1801",25210.4598101202,25106.1621773512,25220.6004397524,24932.3848163071,25112.514317312,25124.6220188996,25143.8151189722,25668.3493336454,25143.5732473,25209.7829224744
"Gene1802",12258.5450405909,12156.3724084196,12188.6711544084,12344.0542860268,12168.8069377603,12324.6146672693,12289.8014874575,12140.458786423,12294.6692315054,12202.2492453543
"Gene1803",7375.98605798277,7189.30367758421,7182.32477453134,7246.66896163048,7226.466188966,7126.14424859952,7095.4931239741,7018.16413661479,7267.91545433114,6974.6392207327
"Gene1804",3478.43699670777,3332.16253206005,3422.68810243098,3386.87276096333,3421.23988157429,3387.07400072185,3445.08905153539,3398.77693452956,3354.82179002097,3328.95823675551
"Gene1805",6259.64148047189,6325.92089895874,6250.39596736684,6278.82564316685,6224.93458348345,6301.91932829308,6277.46634777659,6254.64578874633,6363.60729432549,6342.87842175328
"Gene1806",8347.4762352976,8512.93515903814,8464.50275279952,8525.35669517483,8436.81515488019,8611.64751187734,8227.15071950426,8424.55459228219,8560.93770862494,8228.05264590785
"Gene1807",9602.88103699668,9599.54093831155,9589.73363414277,9667.43496510829,9589.76408806909,9695.32135143571,9680.52240290656,9675.82845357451,9770.91125434679,10020.5686195454
"Gene1808",10358.0553100187,10293.959611969,10253.8769990963,10332.5378197224,10281.5334479824,10213.428187137,10290.000850785,10441.0703191582,10266.3198700642,10202.5157296515
"Gene1809",5475.49632741062,5535.83522502363,5429.30550548832,5590.56864217807,5600.46181366182,5525.94557894508,5475.60610865807,5553.17407862791,5427.00241431964,5433.14287122293
"Gene1810",10263.4171018907,10472.4428214423,10367.3754646692,10447.7296979366,10226.1127267304,10450.7290279162,10165.5185152766,10491.0523329013,10416.8456543508,10332.2372803753
"Gene1811",5415.62317532959,5260.25714959687,5294.52607762057,5218.36573920431,5382.73755160039,5250.6766036412,5336.57388977865,5342.90491736391,5347.99079574771,5436.51226215082
"Gene1812",24663.8758733805,24713.9750717352,24692.1232094289,24726.312913572,24793.845170113,24584.3671047256,24807.551147729,24615.2800096101,24903.65475587,24574.6527325671
"Gene1813",5631.93907962235,5706.70315089273,5599.55320384758,5640.9289105431,5606.39974808167,5603.46385359962,5747.20393158531,5678.99087184325,5696.33399003561,5655.52267246369
"Gene1814",4250.99379775336,4276.45769898008,4492.94316451238,4410.28603072631,4218.90240530842,4273.78814243348,4221.0828313275,4344.98816021755,4398.12119145606,4361.67655615385
"Gene1815",8571.51770760082,8511.03133813709,8408.64022677539,8343.59664613322,8524.8945154414,8462.14798218644,8421.14916445229,8483.15419460166,8386.76611148099,8527.92843849007
"Gene1816",3667.71341296394,3850.95372759575,3804.85871697703,3695.40176140658,3743.86765171985,3840.31860661013,3886.43551379215,3965.81426285624,3804.09223430949,3820.88931222748
"Gene1817",7142.28762566648,6977.02764711731,6918.08615936957,7068.38203454508,6907.797041767,7004.32981699953,7084.1765480188,6871.6651308161,7016.46242004386,7025.18008465105
"Gene1818",22104.7814699169,21890.6086754803,22276.7339889569,22124.9445683713,22121.7746811773,21925.8066851959,22005.8902719379,21869.7162891712,22079.9986644237,22194.1780420127
"Gene1819",23379.5001916422,23399.3867395612,23473.7881180454,23072.528008757,23078.771778511,23282.3764916504,23047.0152598256,23450.1820340817,23297.4696630028,23595.844668015
"Gene1820",4886.42176661336,4960.881312907,4926.54277127113,4941.09483636695,4841.39586365676,4932.69347699707,4946.9603461747,4965.45453771788,4931.59379860225,5000.17613698904
"Gene1821",46376.5847667668,46766.8844790299,46471.4147047423,46918.9833600894,46384.1747207131,46900.9291744046,47227.3047688894,47026.1808613788,46668.1836731489,46541.3968869472
"Gene1822",12353.183248719,12334.3796626676,12475.9641453896,12509.6064326061,12338.0380687263,12472.532191355,12414.2838229659,12386.9218197079,12528.8204515069,12542.5577290712
"Gene1823",8756.93133985176,8600.98687571163,8611.6960753393,8503.36025611884,8347.74613858233,8592.66344461501,8577.96457411861,8453.85439344193,8673.97622862565,8640.8030345744
"Gene1824",7816.34343457876,7749.50297771771,7660.25971940447,7649.55110855075,7605.50433610021,7591.25389652676,7771.2543738764,7809.2587679277,7545.89793719002,7747.91443868349
"Gene1825",11265.8095512473,11372.9501076382,11273.5897757273,11457.2504798748,11381.0409713926,11515.4188002122,11525.1242836207,11475.1809483255,11456.1079657859,11594.0741828701
"Gene1826",14582.0096197355,14599.45057969,14668.7899685274,14616.6337527064,14653.8324924705,14654.9089237211,14572.5165230127,14491.3369500631,14630.9908872343,14587.7780223006
"Gene1827",23190.223775386,22978.6423204295,22843.3396100588,23029.6928379638,23224.2511717975,23125.7579367361,23384.8958847768,22836.6097274425,23030.4449958582,23193.2024521321
"Gene1828",14510.5481156388,14870.7450580894,14969.383560943,14933.2667043808,14795.3532628104,14897.7467841185,14907.163840548,14875.6814005703,14734.8017729492,14973.573283544
"Gene1829",1684.17382627939,1683.45363175209,1690.06308892058,1598.2149535156,1628.97334251411,1747.32519093754,1682.93650992414,1632.17127636891,1706.53561572495,1703.22711404849
"Gene1830",8513.5759475224,8502.94009930764,8651.59787964226,8677.59520758867,8633.75664647211,8453.44695135787,8621.61422423192,8443.51328715026,8551.71007433917,8709.87554859614
"Gene1831",8793.62778790143,8788.03727923964,8713.6673530024,8769.05408576885,8723.81531850661,8746.11798831889,8820.46263030364,8850.26346795602,8829.69255719805,9006.38195025048
"Gene1832",2155.4334749172,2213.19179746882,2193.71252990007,2132.49688111244,2203.9633255036,2190.28676039206,2316.66476342103,2145.77955552196,2256.73331001411,2146.30202106605
"Gene1833",9647.3030530568,9870.35946148569,9825.59763291133,9817.93691654402,9758.00556329838,9688.99332901493,9792.07150875168,9858.52133139405,9730.54035434654,9791.4500364489
"Gene1834",8716.37210779687,8602.89069661268,8625.88338353591,8553.14167082451,8704.02220377375,8718.43289022798,8826.92924513524,8534.85972606003,8559.20752719636,8436.95488343704
"Gene1835",15207.7806285824,15390.4881640757,15322.2928523335,15311.2581439482,14939.8430003603,15315.3962638899,15678.3076592164,15468.5714946262,15362.8576315246,15254.9174260228
"Gene1836",24121.1547206459,23868.2026364444,23957.0433034923,23955.8586929529,23651.7824500272,23816.3033834036,23662.9603225356,23488.0994238179,23882.2709858636,23993.4327975061
